player_name,OVERALL_PICK,SEASON,Totals_FG,Totals_FT,Totals_TRB,Totals_BLK,Totals_STL,Totals_TOV,Totals_PF,Shooting_FG%,MP,Age
Cody Martin,36,2019,78,40,144,14.0,40.0,46.0,69.0,0.467,855.0,20.0
Cody Martin,36,2019,151,74,152,23.0,46.0,64.0,86.0,0.505,1171.0,23.0
Daniel Gafford,38,2019,214,114,277,65.0,30.0,76.0,88.0,0.66,919.0,20.0
Justin James,40,2019,228,200,273,18.0,48.0,133.0,68.0,0.409,1221.0,22.0
Eric Paschall,41,2019,150,85,148,12.0,21.0,76.0,53.0,0.419,842.0,18.0
Eric Paschall,41,2019,195,135,221,17.0,26.0,82.0,77.0,0.447,1301.0,22.0
Admiral Schofield,42,2019,238,60,227,17.0,33.0,70.0,94.0,0.474,1175.0,21.0
Jaylen Nowell,43,2019,218,95,190,9.0,46.0,106.0,81.0,0.502,1240.0,19.0
Bol Bol,44,2019,74,28,86,24.0,7.0,18.0,15.0,0.561,268.0,19.0
Isaiah Roby,45,2019,148,90,242,66.0,44.0,70.0,112.0,0.454,1093.0,20.0
Talen Horton-Tucker,46,2019,155,55,170,23.0,45.0,60.0,79.0,0.406,952.0,18.0
Ignas Brazdeikis,47,2019,188,116,201,18.0,26.0,46.0,79.0,0.462,1096.0,20.0
Terance Mann,48,2019,147,98,240,12.0,25.0,65.0,83.0,0.505,1174.0,22.0
Quinndary Weatherspoon,49,2019,213,148,159,10.0,57.0,99.0,72.0,0.508,1157.0,22.0
Jarrell Brantley,50,2019,237,128,277,29.0,46.0,85.0,89.0,0.517,1121.0,22.0
Tremont Waters,51,2019,172,104,92,4.0,96.0,114.0,64.0,0.43,1070.0,21.0
Jalen McDaniels,52,2019,212,93,281,16.0,38.0,82.0,100.0,0.466,1055.0,21.0
Justin Wright-Foreman,53,2019,330,178,141,7.0,30.0,91.0,67.0,0.511,1321.0,21.0
Marial Shayok,54,2019,121,43,82,10.0,30.0,36.0,46.0,0.445,702.0,21.0
Marial Shayok,54,2019,229,108,167,8.0,32.0,91.0,70.0,0.496,1118.0,23.0
Kyle Guy,55,2019,198,70,171,2.0,26.0,53.0,39.0,0.449,1345.0,21.0
Jaylen Hands,56,2019,158,85,121,5.0,44.0,105.0,40.0,0.413,1029.0,19.0
Jordan Bone,57,2019,186,76,118,4.0,26.0,74.0,49.0,0.465,1219.0,21.0
Miye Oni,58,2019,167,107,182,37.0,26.0,75.0,78.0,0.441,898.0,21.0
Dewan Hernandez,59,2019,147,71,213,31.0,16.0,44.0,60.0,0.576,825.0,21.0
Anthony Edwards,1,2020,203,132,167,18.0,43.0,87.0,70.0,0.402,1057.0,18.0
James Wiseman,2,2020,20,19,32,9.0,1.0,3.0,5.0,0.769,69.0,18.0
Patrick Williams,4,2020,95,62,116,30.0,29.0,50.0,47.0,0.459,653.0,18.0
Isaac Okoro,5,2020,125,90,124,25.0,26.0,55.0,76.0,0.514,881.0,19.0
Onyeka Okongwu,6,2020,175,103,242,76.0,34.0,56.0,75.0,0.616,858.0,19.0
Obi Toppin,8,2020,245,99,234,38.0,30.0,68.0,51.0,0.633,981.0,21.0
Jalen Smith,10,2020,168,111,326,73.0,22.0,53.0,73.0,0.538,970.0,19.0
Devin Vassell,11,2020,144,48,152,29.0,42.0,23.0,58.0,0.49,863.0,19.0
Tyrese Haliburton,12,2020,123,37,129,15.0,54.0,61.0,28.0,0.504,807.0,19.0
Kira Lewis Jr.,13,2020,206,105,148,18.0,56.0,110.0,81.0,0.459,1167.0,18.0
Aaron Nesmith,14,2020,105,52,68,12.0,20.0,24.0,39.0,0.512,500.0,20.0
Cole Anthony,15,2020,131,96,125,6.0,29.0,77.0,64.0,0.38,768.0,19.0
Isaiah Stewart,16,2020,192,154,281,66.0,17.0,71.0,84.0,0.57,1031.0,18.0
Josh Green,18,2020,122,85,137,13.0,46.0,49.0,73.0,0.424,926.0,19.0
Saddiq Bey,19,2020,175,70,147,12.0,24.0,46.0,77.0,0.477,1051.0,20.0
Precious Achiuwa,20,2020,182,112,334,58.0,34.0,87.0,73.0,0.493,943.0,20.0
Tyrese Maxey,21,2020,150,100,133,12.0,27.0,67.0,74.0,0.427,1069.0,19.0
Zeke Nnaji,22,2020,179,152,276,28.0,23.0,70.0,76.0,0.57,981.0,19.0
Immanuel Quickley,25,2020,138,144,126,4.0,27.0,48.0,70.0,0.417,989.0,20.0
Payton Pritchard,26,2020,216,115,134,1.0,47.0,85.0,62.0,0.468,1135.0,22.0
Udoka Azubuike,27,2020,181,64,324,80.0,15.0,76.0,75.0,0.748,859.0,20.0
Jaden McDaniels,28,2020,136,87,180,43.0,24.0,100.0,103.0,0.405,963.0,19.0
Malachi Flynn,29,2020,162,88,106,2.0,49.0,66.0,56.0,0.413,1035.0,19.0
Malachi Flynn,29,2020,184,120,143,3.0,56.0,57.0,56.0,0.441,1070.0,21.0
Desmond Bane,30,2020,197,45,203,17.0,47.0,74.0,70.0,0.452,1152.0,21.0
Tyrell Terry,31,2020,147,98,139,2.0,43.0,82.0,64.0,0.441,1010.0,19.0
Vernon Carey Jr.,32,2020,199,146,272,49.0,22.0,63.0,85.0,0.577,772.0,18.0
Daniel Oturu,33,2020,238,128,349,76.0,17.0,88.0,83.0,0.563,1050.0,20.0
Tyler Bey,36,2020,140,136,280,36.0,48.0,75.0,59.0,0.53,898.0,21.0
Saben Lee,38,2020,200,155,113,9.0,49.0,99.0,57.0,0.483,1052.0,20.0
Elijah Hughes,39,2020,58,54,58,11.0,14.0,24.0,46.0,0.349,512.0,18.0
Elijah Hughes,39,2020,198,135,158,26.0,37.0,73.0,58.0,0.427,1175.0,21.0
Robert Woodard II,40,2020,136,50,203,32.0,35.0,58.0,58.0,0.495,1025.0,20.0
Tre Jones,41,2020,162,108,123,10.0,52.0,78.0,51.0,0.423,1028.0,20.0
Nick Richards,42,2020,163,109,241,66.0,3.0,49.0,98.0,0.642,919.0,22.0
Jahmi'us Ramsey,43,2020,148,50,108,18.0,36.0,54.0,59.0,0.442,842.0,18.0
Jordan Nwora,45,2020,189,104,239,8.0,23.0,65.0,69.0,0.44,1026.0,21.0
CJ Elleby,46,2020,197,121,251,26.0,56.0,69.0,94.0,0.396,1068.0,19.0
Nico Mannion,48,2020,144,106,80,0.0,38.0,82.0,55.0,0.392,1032.0,18.0
Isaiah Joe,49,2020,132,81,107,7.0,37.0,45.0,48.0,0.367,939.0,20.0
Skylar Mays,50,2020,169,129,156,7.0,55.0,70.0,52.0,0.491,1067.0,22.0
Justinian Jessup,51,2020,172,70,142,15.0,45.0,40.0,69.0,0.426,1151.0,21.0
Cassius Winston,53,2020,185,115,75,1.0,36.0,96.0,59.0,0.448,980.0,21.0
Cassius Stanley,54,2020,128,77,141,21.0,20.0,54.0,63.0,0.474,796.0,20.0
Grant Riller,56,2020,227,177,159,10.0,49.0,97.0,70.0,0.499,1039.0,22.0
Reggie Perry,57,2020,183,149,312,36.0,26.0,90.0,96.0,0.5,963.0,19.0
Paul Reed,58,2020,182,59,310,74.0,54.0,66.0,86.0,0.516,918.0,20.0
Jalen Harris,59,2020,54,44,48,3.0,12.0,28.0,22.0,0.478,276.0,19.0
Jalen Harris,59,2020,224,135,194,4.0,34.0,72.0,69.0,0.446,991.0,21.0
Sam Merrill,60,2020,195,150,132,3.0,28.0,50.0,73.0,0.461,1119.0,23.0
Cade Cunningham,1,2021,175,132,167,21.0,43.0,109.0,67.0,0.438,956.0,19.0
Evan Mobley,3,2021,197,134,286,95.0,26.0,74.0,58.0,0.578,1120.0,19.0
Scottie Barnes,4,2021,98,41,96,11.0,35.0,59.0,52.0,0.503,595.0,19.0
Jalen Suggs,5,2021,155,86,160,10.0,57.0,88.0,78.0,0.503,868.0,19.0
Franz Wagner,8,2021,124,66,183,29.0,35.0,36.0,62.0,0.477,887.0,19.0
Davion Mitchell,9,2021,45,21,39,1.0,18.0,38.0,73.0,0.429,582.0,19.0
Davion Mitchell,9,2021,158,41,80,11.0,57.0,73.0,71.0,0.511,991.0,22.0
Ziaire Williams,10,2021,76,39,91,11.0,17.0,58.0,48.0,0.374,558.0,19.0
James Bouknight,11,2021,98,63,85,4.0,17.0,42.0,28.0,0.447,475.0,20.0
Joshua Primo,12,2021,84,33,101,9.0,17.0,41.0,50.0,0.431,674.0,18.0
Chris Duarte,13,2021,160,64,120,21.0,49.0,59.0,36.0,0.532,886.0,23.0
Moses Moody,14,2021,165,151,184,21.0,33.0,52.0,74.0,0.427,1082.0,18.0
Corey Kispert,15,2021,209,86,159,14.0,29.0,42.0,54.0,0.529,1019.0,21.0
Trey Murphy III,17,2021,96,38,85,11.0,20.0,19.0,49.0,0.503,739.0,20.0
Trey Murphy III,17,2021,131,61,159,16.0,27.0,41.0,74.0,0.434,875.0,19.0
Tre Mann,18,2021,133,74,135,3.0,33.0,68.0,57.0,0.459,777.0,19.0
Kai Jones,19,2021,83,51,126,24.0,22.0,36.0,69.0,0.58,594.0,20.0
Jalen Johnson,20,2021,57,24,79,16.0,15.0,33.0,29.0,0.523,278.0,19.0
Keon Johnson,21,2021,111,71,95,12.0,30.0,71.0,64.0,0.449,688.0,18.0
Isaiah Jackson,22,2021,74,63,165,65.0,19.0,38.0,75.0,0.54,519.0,19.0
Josh Christopher,24,2021,76,44,71,8.0,22.0,26.0,48.0,0.432,446.0,19.0
Quentin Grimes,25,2021,106,35,89,6.0,23.0,69.0,85.0,0.384,987.0,18.0
Quentin Grimes,25,2021,173,89,171,9.0,42.0,55.0,66.0,0.406,984.0,20.0
Bones Hyland,26,2021,152,94,113,4.0,45.0,74.0,53.0,0.447,766.0,20.0
Cam Thomas,27,2021,203,194,98,6.0,25.0,49.0,40.0,0.406,986.0,19.0
Jaden Springer,28,2021,106,81,88,11.0,30.0,60.0,51.0,0.467,648.0,18.0
Day'Ron Sharpe,29,2021,112,51,219,26.0,23.0,57.0,59.0,0.519,556.0,19.0
Santi Aldama,30,2021,135,59,172,29.0,17.0,55.0,32.0,0.513,595.0,20.0
Jeremiah Robinson-Earl,32,2021,155,60,212,16.0,24.0,40.0,57.0,0.497,862.0,20.0
Jason Preston,33,2021,127,28,145,5.0,29.0,60.0,27.0,0.514,691.0,21.0
Herbert Jones,35,2021,129,92,217,37.0,57.0,93.0,94.0,0.446,900.0,22.0
Miles McBride,36,2021,157,100,113,9.0,55.0,53.0,49.0,0.431,991.0,20.0
JT Thor,37,2021,84,63,136,37.0,22.0,42.0,55.0,0.44,622.0,18.0
Ayo Dosunmu,38,2021,210,112,177,6.0,31.0,93.0,58.0,0.488,984.0,21.0
Neemias Queta,39,2021,167,99,294,97.0,31.0,69.0,69.0,0.559,871.0,21.0
Jared Butler,40,2021,177,71,99,11.0,59.0,85.0,73.0,0.471,910.0,20.0
Joe Wieskamp,41,2021,161,65,206,10.0,29.0,43.0,48.0,0.491,907.0,21.0
Isaiah Livers,42,2021,102,47,138,17.0,13.0,26.0,37.0,0.457,727.0,22.0
Greg Brown III,43,2021,81,51,161,26.0,15.0,60.0,77.0,0.42,535.0,19.0
Kessler Edwards,44,2021,164,92,184,33.0,26.0,49.0,58.0,0.491,916.0,20.0
Dalano Banton,46,2021,39,19,92,16.0,14.0,52.0,27.0,0.402,469.0,19.0
Dalano Banton,46,2021,90,58,159,25.0,26.0,67.0,56.0,0.411,736.0,21.0
David Johnson,47,2021,90,28,110,5.0,20.0,61.0,51.0,0.411,667.0,19.0
Sharife Cooper,48,2021,72,85,51,3.0,12.0,50.0,32.0,0.391,397.0,19.0
Marcus Zegarowski,49,2021,162,55,105,2.0,37.0,62.0,55.0,0.464,974.0,22.0
Luka Garza,52,2021,281,141,271,50.0,21.0,47.0,70.0,0.553,975.0,22.0
Charles Bassey,53,2021,194,88,325,87.0,11.0,62.0,67.0,0.59,851.0,20.0
Sandro Mamukelashvili,54,2021,168,95,204,15.0,29.0,89.0,47.0,0.434,961.0,21.0
Aaron Wiggins,55,2021,165,61,181,17.0,35.0,61.0,63.0,0.446,1023.0,22.0
Scottie Lewis,56,2021,57,37,65,22.0,33.0,39.0,52.0,0.445,538.0,20.0
Jericho Sims,58,2021,94,52,188,28.0,19.0,42.0,66.0,0.696,638.0,22.0
RaiQuan Gray,59,2021,109,71,160,18.0,30.0,55.0,65.0,0.517,658.0,21.0
Paolo Banchero,1,2022,245,137,304,36.0,41.0,92.0,75.0,0.478,1286.0,19.0
Chet Holmgren,2,2022,170,71,317,117.0,26.0,61.0,85.0,0.607,861.0,19.0
Jabari Smith Jr.,3,2022,183,131,252,35.0,37.0,63.0,70.0,0.429,978.0,18.0
Keegan Murray,4,2022,307,142,303,68.0,45.0,39.0,65.0,0.554,1116.0,21.0
Jaden Ivey,5,2022,203,154,176,20.0,33.0,94.0,63.0,0.46,1132.0,19.0
Bennedict Mathurin,6,2022,218,136,208,10.0,36.0,66.0,68.0,0.45,1201.0,19.0
Jeremy Sochan,9,2022,100,53,191,21.0,38.0,47.0,69.0,0.474,754.0,18.0
Johnny Davis,10,2022,210,155,255,23.0,36.0,71.0,63.0,0.427,1060.0,19.0
Jalen Williams,12,2022,219,114,146,18.0,39.0,69.0,85.0,0.513,1150.0,20.0
Jalen Duren,13,2022,141,65,236,61.0,24.0,65.0,79.0,0.597,733.0,18.0
Ochai Agbaji,14,2022,258,113,197,22.0,36.0,80.0,65.0,0.475,1367.0,21.0
Mark Williams,15,2022,191,56,289,110.0,19.0,36.0,80.0,0.721,922.0,20.0
AJ Griffin,16,2022,146,42,153,22.0,20.0,25.0,42.0,0.493,935.0,18.0
Tari Eason,17,2022,67,27,136,29.0,27.0,50.0,60.0,0.462,451.0,19.0
Tari Eason,17,2022,190,151,218,36.0,64.0,73.0,91.0,0.521,806.0,20.0
Dalen Terry,18,2022,115,39,179,12.0,46.0,51.0,84.0,0.502,1029.0,19.0
Jake LaRavia,19,2022,105,88,157,21.0,38.0,52.0,72.0,0.473,731.0,19.0
Jake LaRavia,19,2022,166,122,217,32.0,55.0,89.0,92.0,0.559,1128.0,20.0
Malaki Branham,20,2022,160,80,114,9.0,23.0,54.0,56.0,0.498,948.0,18.0
Christian Braun,21,2022,207,99,261,33.0,39.0,81.0,73.0,0.495,1374.0,20.0
Walker Kessler,22,2022,52,22,94,25.0,15.0,16.0,35.0,0.578,254.0,19.0
Walker Kessler,22,2022,163,53,274,155.0,37.0,37.0,88.0,0.608,871.0,20.0
David Roddy,23,2022,222,105,234,33.0,36.0,72.0,71.0,0.571,1021.0,20.0
Blake Wesley,25,2022,178,94,129,2.0,44.0,77.0,67.0,0.404,1027.0,18.0
Wendell Moore Jr.,26,2022,188,95,207,8.0,55.0,76.0,62.0,0.5,1324.0,20.0
Patrick Baldwin Jr.,28,2022,45,26,64,9.0,9.0,23.0,17.0,0.344,314.0,19.0
TyTy Washington Jr.,29,2022,152,48,107,6.0,40.0,51.0,47.0,0.451,905.0,20.0
Peyton Watson,30,2022,38,22,92,19.0,19.0,30.0,51.0,0.322,405.0,19.0
Andrew Nembhard,31,2022,130,55,92,2.0,33.0,80.0,47.0,0.441,1030.0,20.0
Andrew Nembhard,31,2022,140,48,108,4.0,51.0,62.0,64.0,0.452,1029.0,22.0
Caleb Houstan,32,2022,109,65,135,8.0,25.0,52.0,57.0,0.384,1088.0,19.0
Christian Koloko,33,2022,183,100,270,102.0,28.0,59.0,103.0,0.635,941.0,21.0
Jaylin Williams,34,2022,142,102,364,41.0,48.0,67.0,98.0,0.461,1171.0,19.0
Max Christie,35,2022,112,61,121,17.0,18.0,52.0,39.0,0.382,1078.0,18.0
Kennedy Chandler,38,2022,182,60,110,8.0,74.0,85.0,69.0,0.464,1048.0,19.0
Bryce McGowens,40,2022,160,162,161,10.0,22.0,65.0,62.0,0.403,1032.0,19.0
E.J. Liddell,41,2022,203,169,254,83.0,18.0,77.0,80.0,0.49,1062.0,21.0
Trevor Keels,42,2022,147,65,124,2.0,44.0,45.0,47.0,0.419,1087.0,18.0
Ryan Rollins,44,2022,232,130,203,9.0,59.0,76.0,83.0,0.468,1111.0,19.0
Josh Minott,45,2022,83,49,124,22.0,27.0,31.0,58.0,0.522,483.0,19.0
Vince Williams Jr.,47,2022,137,83,179,32.0,48.0,86.0,87.0,0.477,973.0,21.0
Kendall Brown,48,2022,132,51,166,12.0,34.0,58.0,77.0,0.584,918.0,18.0
Isaiah Mobley,49,2022,161,88,267,29.0,24.0,60.0,64.0,0.445,1090.0,22.0
Tyrese Martin,51,2022,148,45,211,9.0,33.0,60.0,71.0,0.433,1027.0,20.0
Tyrese Martin,51,2022,144,62,218,14.0,23.0,53.0,61.0,0.449,930.0,22.0
JD Davison,53,2022,99,59,157,12.0,32.0,95.0,41.0,0.463,852.0,19.0
Jabari Walker,57,2022,160,127,310,22.0,24.0,76.0,83.0,0.461,928.0,19.0
Brandon Miller,2,2023,222,146,305,32.0,33.0,81.0,87.0,0.43,1208.0,20.0
Anthony Black,6,2023,149,134,182,22.0,74.0,109.0,93.0,0.453,1255.0,19.0
Jarace Walker,8,2023,158,53,245,46.0,35.0,53.0,74.0,0.465,992.0,19.0
Taylor Hendricks,9,2023,184,86,237,59.0,31.0,48.0,68.0,0.478,1179.0,19.0
Cason Wallace,10,2023,139,53,119,15.0,63.0,67.0,78.0,0.446,1030.0,19.0
Jett Howard,11,2023,137,60,82,19.0,12.0,37.0,64.0,0.414,922.0,19.0
Dereck Lively II,12,2023,77,21,184,82.0,17.0,23.0,92.0,0.658,700.0,18.0
Gradey Dick,13,2023,174,76,185,9.0,52.0,45.0,76.0,0.442,1177.0,19.0
Jordan Hawkins,14,2023,182,125,140,19.0,26.0,50.0,82.0,0.409,1086.0,20.0
Kobe Bufkin,15,2023,173,73,149,23.0,43.0,64.0,80.0,0.482,1121.0,19.0
Keyonte George,16,2023,155,119,137,6.0,37.0,95.0,70.0,0.376,944.0,19.0
Jalen Hood-Schifino,17,2023,168,59,132,8.0,26.0,89.0,78.0,0.417,1058.0,19.0
Jaime Jaquez Jr.,18,2023,261,104,304,22.0,57.0,67.0,69.0,0.481,1229.0,21.0
Brandin Podziemski,19,2023,8,3,15,0.0,1.0,4.0,7.0,0.421,69.0,18.0
Brandin Podziemski,19,2023,222,111,280,15.0,57.0,73.0,61.0,0.483,1152.0,19.0
Cam Whitmore,20,2023,122,45,138,9.0,37.0,42.0,44.0,0.478,709.0,18.0
Noah Clowney,21,2023,123,72,285,34.0,21.0,46.0,90.0,0.486,915.0,18.0
Dariq Whitehead,22,2023,83,23,68,6.0,21.0,39.0,42.0,0.421,577.0,18.0
Kris Murray,23,2023,217,86,230,34.0,30.0,44.0,61.0,0.476,1011.0,22.0
Olivier-Maxence Prosper,24,2023,18,15,41,3.0,4.0,8.0,21.0,0.346,213.0,18.0
Olivier-Maxence Prosper,24,2023,150,111,168,5.0,33.0,50.0,83.0,0.512,1049.0,20.0
Marcus Sasser,25,2023,190,128,102,6.0,58.0,57.0,55.0,0.438,1108.0,22.0
Ben Sheppard,26,2023,216,91,167,5.0,44.0,70.0,66.0,0.475,1100.0,21.0
Nick Smith Jr.,27,2023,76,37,28,2.0,14.0,27.0,26.0,0.376,438.0,18.0
Brice Sensabaugh,28,2023,197,83,177,13.0,18.0,67.0,82.0,0.48,809.0,19.0
Julian Strawther,29,2023,190,104,231,16.0,31.0,56.0,78.0,0.469,1154.0,20.0
Kobe Brown,30,2023,194,99,216,15.0,50.0,56.0,84.0,0.553,1005.0,23.0
Jalen Pickett,32,2023,64,24,88,16.0,12.0,34.0,20.0,0.403,505.0,21.0
Jalen Pickett,32,2023,260,90,274,19.0,35.0,84.0,77.0,0.508,1353.0,23.0
Colby Jones,34,2023,207,81,206,20.0,47.0,84.0,77.0,0.509,1223.0,20.0
Julian Phillips,35,2023,79,97,150,17.0,20.0,41.0,56.0,0.411,770.0,19.0
Andre Jackson Jr.,36,2023,92,31,223,18.0,39.0,71.0,101.0,0.432,1048.0,21.0
Hunter Tyson,37,2023,172,93,325,4.0,32.0,35.0,60.0,0.479,1180.0,22.0
Jordan Walsh,38,2023,94,47,141,17.0,40.0,37.0,105.0,0.433,878.0,18.0
Mouhamed Gueye,39,2023,186,89,276,28.0,27.0,77.0,92.0,0.488,1058.0,20.0
Maxwell Lewis,40,2023,188,107,176,25.0,26.0,102.0,85.0,0.468,974.0,20.0
Amari Bailey,41,2023,135,44,114,9.0,34.0,73.0,51.0,0.495,808.0,18.0
Seth Lundy,46,2023,165,88,225,21.0,27.0,31.0,79.0,0.45,1141.0,22.0
Jordan Miller,48,2023,118,55,121,7.0,19.0,38.0,32.0,0.463,658.0,21.0
Jordan Miller,48,2023,218,98,230,15.0,45.0,49.0,63.0,0.545,1294.0,23.0
Emoni Bates,49,2023,59,31,59,6.0,10.0,42.0,33.0,0.386,422.0,18.0
Emoni Bates,49,2023,193,115,173,16.0,22.0,76.0,68.0,0.405,1014.0,19.0
Keyontae Johnson,50,2023,0,0,0,0.0,0.0,0.0,0.0,0.476,0.0,21.0
Keyontae Johnson,50,2023,236,108,245,7.0,37.0,106.0,87.0,0.516,1228.0,22.0
Jalen Wilson,51,2023,247,159,297,17.0,34.0,84.0,76.0,0.43,1274.0,22.0
Toumani Camara,52,2023,120,64,193,28.0,30.0,61.0,76.0,0.486,711.0,20.0
Toumani Camara,52,2023,178,89,294,28.0,42.0,71.0,89.0,0.546,1019.0,22.0
Jaylen Clark,53,2023,148,67,181,8.0,78.0,37.0,64.0,0.481,915.0,21.0
Jalen Slawson,54,2023,193,134,255,55.0,55.0,93.0,101.0,0.556,1104.0,23.0
Isaiah Wong,55,2023,192,153,160,14.0,51.0,77.0,67.0,0.445,1237.0,22.0
Trayce Jackson-Davis,57,2023,262,146,346,92.0,27.0,81.0,54.0,0.581,1105.0,22.0
Chris Livingston,58,2023,79,39,142,12.0,15.0,31.0,57.0,0.429,762.0,19.0
Reed Sheppard,3,2024,141,54,136,23.0,82.0,66.0,63.0,0.536,955.0,19.0
Stephon Castle,4,2024,137,83,159,18.0,27.0,51.0,82.0,0.472,918.0,19.0
Donovan Clingan,7,2024,186,81,258,86.0,18.0,28.0,71.0,0.639,788.0,19.0
Rob Dillingham,8,2024,172,78,94,2.0,33.0,64.0,84.0,0.475,746.0,19.0
Zach Edey,9,2024,336,310,474,84.0,11.0,90.0,76.0,0.623,1248.0,21.0
Cody Williams,10,2024,107,55,72,16.0,15.0,48.0,48.0,0.552,681.0,19.0
Devin Carter,13,2024,89,77,114,10.0,26.0,63.0,41.0,0.42,561.0,19.0
Devin Carter,13,2024,219,128,286,32.0,58.0,89.0,63.0,0.473,1165.0,21.0
Bub Carrington,14,2024,159,73,171,8.0,19.0,64.0,78.0,0.412,1096.0,18.0
Kel'el Ware,15,2024,85,47,142,45.0,13.0,27.0,35.0,0.457,552.0,18.0
Kel'el Ware,15,2024,188,85,296,56.0,18.0,47.0,61.0,0.586,965.0,19.0
Jared McCain,16,2024,175,77,181,2.0,38.0,47.0,58.0,0.462,1137.0,19.0
Dalton Knecht,17,2024,234,101,230,18.0,25.0,66.0,48.0,0.479,1129.0,21.0
Dalton Knecht,17,2024,264,159,176,23.0,25.0,61.0,64.0,0.458,1100.0,22.0
Ja'Kobe Walter,19,2024,144,145,155,8.0,37.0,47.0,72.0,0.376,1131.0,19.0
Jaylon Tyson,20,2024,6,2,9,2.0,4.0,3.0,6.0,0.4,55.0,19.0
Jaylon Tyson,20,2024,127,34,190,11.0,43.0,53.0,60.0,0.483,895.0,20.0
Jaylon Tyson,20,2024,222,113,210,15.0,37.0,96.0,66.0,0.465,1062.0,21.0
Yves Missi,21,2024,140,85,191,51.0,20.0,39.0,81.0,0.614,780.0,19.0
Kyshawn George,24,2024,81,21,94,11.0,27.0,48.0,55.0,0.426,713.0,20.0
Dillon Jones,26,2024,215,180,305,3.0,61.0,94.0,70.0,0.489,1146.0,22.0
Terrence Shannon Jr.,27,2024,90,58,68,5.0,22.0,51.0,42.0,0.455,649.0,21.0
Terrence Shannon Jr.,27,2024,219,221,128,28.0,33.0,64.0,71.0,0.475,1085.0,23.0
Ryan Dunn,28,2024,114,41,235,77.0,44.0,28.0,70.0,0.548,935.0,21.0
Isaiah Collier,29,2024,154,105,78,6.0,40.0,89.0,64.0,0.49,809.0,19.0
Baylor Scheierman,30,2024,194,97,274,5.0,47.0,68.0,70.0,0.508,1164.0,21.0
Baylor Scheierman,30,2024,219,99,315,5.0,32.0,78.0,58.0,0.448,1287.0,23.0
Jonathan Mogbo,31,2024,206,72,345,28.0,54.0,60.0,89.0,0.636,981.0,22.0
Kyle Filipowski,32,2024,220,112,298,54.0,41.0,76.0,109.0,0.505,1095.0,20.0
Tyler Kolek,34,2024,79,27,80,3.0,28.0,32.0,39.0,0.399,675.0,19.0
Tyler Kolek,34,2024,174,80,153,5.0,49.0,89.0,31.0,0.496,1022.0,22.0
Johnny Furphy,35,2024,96,62,162,11.0,29.0,28.0,70.0,0.466,795.0,19.0
Bobi Klintman,37,2024,61,26,150,20.0,15.0,32.0,65.0,0.407,678.0,19.0
Ajay Mitchell,38,2024,195,157,117,11.0,34.0,74.0,74.0,0.504,913.0,21.0
Jaylen Wells,39,2024,139,79,157,6.0,17.0,23.0,63.0,0.436,993.0,20.0
Oso Ighodaro,40,2024,196,91,248,46.0,38.0,64.0,79.0,0.576,1170.0,21.0
Adem Bona,41,2024,153,103,195,58.0,37.0,82.0,119.0,0.588,875.0,20.0
KJ Simpson,42,2024,243,163,215,2.0,60.0,81.0,92.0,0.475,1298.0,21.0
Pelle Larsson,44,2024,63,53,79,12.0,17.0,67.0,64.0,0.467,665.0,19.0
Pelle Larsson,44,2024,163,87,146,8.0,34.0,68.0,94.0,0.519,1083.0,22.0
Jamal Shead,45,2024,177,81,137,17.0,80.0,75.0,73.0,0.409,1150.0,21.0
Cam Christie,46,2024,125,53,119,11.0,21.0,38.0,54.0,0.403,993.0,18.0
Antonio Reeves,47,2024,237,112,117,15.0,36.0,77.0,59.0,0.469,1151.0,21.0
Antonio Reeves,47,2024,235,113,137,8.0,22.0,40.0,59.0,0.512,1037.0,23.0
Harrison Ingram,48,2024,124,61,191,15.0,25.0,75.0,63.0,0.408,920.0,20.0
Harrison Ingram,48,2024,163,60,327,15.0,51.0,51.0,71.0,0.43,1213.0,21.0
Tristen Newton,49,2024,165,152,144,9.0,43.0,104.0,71.0,0.435,1044.0,20.0
Tristen Newton,49,2024,182,168,263,12.0,37.0,98.0,70.0,0.415,1327.0,22.0
Enrique Freeman,50,2024,233,166,453,61.0,28.0,88.0,99.0,0.584,1138.0,23.0
Quinten Post,52,2024,34,8,64,15.0,8.0,24.0,38.0,0.415,269.0,20.0
Quinten Post,52,2024,222,101,284,61.0,30.0,86.0,100.0,0.514,1115.0,23.0
Cam Spencer,53,2024,150,76,130,4.0,69.0,46.0,64.0,0.444,1070.0,22.0
Cam Spencer,53,2024,208,91,144,7.0,68.0,39.0,44.0,0.468,1108.0,21.0
Cam Spencer,53,2024,196,82,194,10.0,59.0,40.0,86.0,0.484,1318.0,23.0
Anton Watson,54,2024,203,81,250,23.0,53.0,48.0,81.0,0.578,1094.0,23.0
Bronny James,55,2024,41,23,71,5.0,19.0,27.0,43.0,0.366,483.0,19.0
Kevin McCullar Jr.,56,2024,100,66,133,7.0,41.0,57.0,78.0,0.402,868.0,20.0
Kevin McCullar Jr.,56,2024,159,120,156,10.0,39.0,66.0,50.0,0.454,890.0,22.0
Cooper Flagg,1,2025,239,179,277,50.0,52.0,78.0,70.0,0.481,1135.0,18.0
Dylan Harper,2,2025,194,126,133,17.0,42.0,70.0,56.0,0.484,945.0,18.0
VJ Edgecombe,3,2025,166,111,185,20.0,68.0,64.0,84.0,0.436,1080.0,19.0
